"Date","Currency","Mean","Buy","Sell"
"14/02/2014","STG POUND","143.7987","143.6435","143.9539"
"13/02/2014","STG POUND","143.2505","143.1056","143.3956"
"12/02/2014","STG POUND","141.7516","141.5982","141.9050"
"11/02/2014","STG POUND","141.4630","141.3255","141.6006"
"10/02/2014","STG POUND","140.9595","140.7946","141.1244"
"07/02/2014","STG POUND","140.4603","140.3111","140.6094"
"06/02/2014","STG POUND","140.4075","140.2422","140.5728"
"05/02/2014","STG POUND","141.0477","140.8699","141.2256"
"04/02/2014","STG POUND","140.9798","140.8001","141.1594"
"03/02/2014","STG POUND","142.0886","141.9023","142.2750"
"31/01/2014","STG POUND","142.1361","141.9383","142.3339"
"30/01/2014","STG POUND","142.4495","142.3001","142.5989"
"29/01/2014","STG POUND","142.5657","142.4046","142.7267"
"28/01/2014","STG POUND","142.4089","142.2272","142.5906"
"27/01/2014","STG POUND","141.7036","141.4967","141.9106"
"24/01/2014","STG POUND","142.2915","142.1314","142.4517"
"23/01/2014","STG POUND","142.0358","141.8709","142.2006"
"22/01/2014","STG POUND","141.3825","141.2283","141.5367"
"21/01/2014","STG POUND","140.9920","140.8379","141.1461"
"20/01/2014","STG POUND","141.0322","140.8683","141.1961"
"17/01/2014","STG POUND","140.2210","140.0770","140.3650"
"16/01/2014","STG POUND","140.5058","140.3611","140.6506"
"15/01/2014","STG POUND","141.6300","141.4550","141.8050"
"14/01/2014","STG POUND","141.4066","141.1937","141.6194"
"13/01/2014","STG POUND","142.6057","142.3959","142.8156"
"10/01/2014","STG POUND","142.6007","142.4348","142.7667"
"09/01/2014","STG POUND","142.8478","142.6928","143.0028"
"08/01/2014","STG POUND","142.6842","142.5030","142.8656"
"07/01/2014","STG POUND","142.5531","142.3783","142.7278"
"06/01/2014","STG POUND","142.2116","142.0536","142.3696"
"03/01/2014","STG POUND","142.8058","142.6278","142.9839"
"02/01/2014","STG POUND","142.7242","142.5506","142.8978"
"31/12/2013","STG POUND","142.3951","142.2094","142.5808"
"30/12/2013","STG POUND","141.5544","141.3870","141.7217"
"27/12/2013","STG POUND","140.8716","140.7156","141.0276"
"24/12/2013","STG POUND","140.1301","139.9826","140.2776"
"23/12/2013","STG POUND","140.1662","140.0052","140.3272"
"20/12/2013","STG POUND","140.3406","140.1306","140.5506"
"19/12/2013","STG POUND","140.8317","140.6606","141.0028"
"18/12/2013","STG POUND","140.2664","140.0883","140.4444"
"17/12/2013","STG POUND","140.9908","140.8144","141.1672"
"16/12/2013","STG POUND","141.2323","141.0594","141.4052"
"11/12/2013","STG POUND","142.5214","142.3406","142.7022"
"10/12/2013","STG POUND","142.5064","142.3648","142.6480"
"09/12/2013","STG POUND","141.6839","141.5430","141.8247"
"06/12/2013","STG POUND","141.2772","141.1127","141.4417"
"05/12/2013","STG POUND","141.8082","141.6432","141.9731"
"04/12/2013","STG POUND","142.1116","141.9394","142.2837"
"03/12/2013","STG POUND","141.9947","141.7978","142.1917"
"02/12/2013","STG POUND","141.9511","141.7700","142.1322"
"29/11/2013","STG POUND","142.3130","142.1367","142.4894"
"28/11/2013","STG POUND","141.9264","141.7639","142.0889"
"27/11/2013","STG POUND","140.8664","140.6744","141.0583"
"26/11/2013","STG POUND","140.0561","139.8728","140.2394"
"25/11/2013","STG POUND","140.5447","140.3578","140.7317"
"22/11/2013","STG POUND","139.7549","139.5648","139.9450"
"21/11/2013","STG POUND","138.5848","138.4182","138.7514"
"20/11/2013","STG POUND","139.0068","138.8513","139.1623"
"19/11/2013","STG POUND","139.2982","139.1287","139.4678"
"18/11/2013","STG POUND","139.2978","139.1222","139.4733"
"15/11/2013","STG POUND","138.8463","138.6658","139.0268"
"14/11/2013","STG POUND","138.4316","138.2911","138.5722"
"13/11/2013","STG POUND","136.7627","136.5643","136.9611"
"12/11/2013","STG POUND","136.9668","136.7879","137.1456"
"11/11/2013","STG POUND","137.0916","136.9117","137.2715"
"08/11/2013","STG POUND","137.6858","137.5061","137.8656"
"07/11/2013","STG POUND","137.2519","137.0805","137.4233"
"06/11/2013","STG POUND","137.2891","137.1158","137.4623"
"05/11/2013","STG POUND","136.5298","136.3572","136.7024"
"04/11/2013","STG POUND","136.1091","135.9369","136.2812"
"01/11/2013","STG POUND","136.7759","136.5865","136.9652"
"31/10/2013","STG POUND","136.3828","136.2161","136.5494"
"30/10/2013","STG POUND","136.7776","136.6226","136.9326"
"29/10/2013","STG POUND","137.0022","136.8665","137.1378"
"28/10/2013","STG POUND","137.3030","137.1393","137.4667"
"25/10/2013","STG POUND","137.4954","137.3452","137.6457"
"24/10/2013","STG POUND","137.3375","137.1628","137.5122"
"23/10/2013","STG POUND","137.4762","137.3096","137.6428"
"22/10/2013","STG POUND","136.6253","136.4627","136.7878"
"18/10/2013","STG POUND","137.0154","136.8528","137.1781"
"17/10/2013","STG POUND","135.9998","135.8436","136.1561"
"16/10/2013","STG POUND","135.7691","135.6104","135.9278"
"15/10/2013","STG POUND","135.7219","135.5515","135.8922"
"14/10/2013","STG POUND","135.6735","135.5132","135.8339"
"11/10/2013","STG POUND","136.2586","136.0900","136.4272"
"10/10/2013","STG POUND","136.1921","136.0698","136.3144"
"09/10/2013","STG POUND","136.4906","136.3212","136.6599"
"08/10/2013","STG POUND","137.0511","136.8966","137.2057"
"07/10/2013","STG POUND","138.0044","137.8172","138.1917"
"04/10/2013","STG POUND","139.8983","139.7394","140.0572"
"03/10/2013","STG POUND","140.8143","140.6368","140.9918"
"02/10/2013","STG POUND","139.7651","139.5608","139.9694"
"01/10/2013","STG POUND","139.7103","139.5284","139.8921"
"30/09/2013","STG POUND","139.9613","139.7627","140.1600"
"27/09/2013","STG POUND","139.5506","139.3950","139.7061"
"26/09/2013","STG POUND","140.2569","140.0983","140.4156"
"25/09/2013","STG POUND","139.7940","139.6401","139.9478"
"24/09/2013","STG POUND","140.2588","140.1098","140.4078"
"23/09/2013","STG POUND","140.1832","140.0431","140.3233"
"20/09/2013","STG POUND","140.2348","140.0602","140.4094"
"19/09/2013","STG POUND","141.0115","140.8368","141.1861"
"18/09/2013","STG POUND","139.3082","139.1631","139.4533"
"17/09/2013","STG POUND","139.3129","139.1541","139.4717"
"16/09/2013","STG POUND","139.7000","139.5395","139.8605"
"13/09/2013","STG POUND","138.2299","138.0687","138.3911"
"12/09/2013","STG POUND","138.5511","138.3851","138.7171"
"11/09/2013","STG POUND","137.5849","137.4199","137.7499"
"10/09/2013","STG POUND","137.3878","137.2315","137.5441"
"09/09/2013","STG POUND","136.5758","136.4163","136.7353"
"06/09/2013","STG POUND","136.3659","136.2145","136.5172"
"05/09/2013","STG POUND","136.4717","136.3181","136.6253"
"04/09/2013","STG POUND","136.2311","136.0406","136.4217"
"03/09/2013","STG POUND","136.0954","135.9632","136.2276"
"02/09/2013","STG POUND","136.2227","136.0534","136.3920"
"30/08/2013","STG POUND","135.9837","135.8304","136.1370"
"29/08/2013","STG POUND","135.9379","135.7655","136.1102"
"28/08/2013","STG POUND","135.8067","135.6429","135.9706"
"27/08/2013","STG POUND","136.3191","136.1542","136.4839"
"26/08/2013","STG POUND","136.3439","136.1901","136.4977"
"23/08/2013","STG POUND","136.3773","136.2329","136.5217"
"22/08/2013","STG POUND","136.4361","136.2735","136.5986"
"21/08/2013","STG POUND","137.0059","136.8609","137.1509"
"20/08/2013","STG POUND","137.0242","136.8741","137.1743"
"19/08/2013","STG POUND","136.6051","136.4506","136.7597"
"16/08/2013","STG POUND","136.6812","136.5285","136.8339"
"15/08/2013","STG POUND","135.8753","135.7259","136.0246"
"14/08/2013","STG POUND","135.4445","135.2846","135.6044"
"13/08/2013","STG POUND","135.4286","135.2661","135.5911"
"12/08/2013","STG POUND","135.3942","135.2439","135.5444"
"08/08/2013","STG POUND","135.4461","135.2733","135.6189"
"07/08/2013","STG POUND","134.1047","133.9474","134.2620"
"06/08/2013","STG POUND","134.0199","133.8596","134.1801"
"05/08/2013","STG POUND","133.5096","133.3472","133.6720"
"02/08/2013","STG POUND","132.4662","132.3199","132.6124"
"01/08/2013","STG POUND","132.5939","132.4400","132.7478"
"31/07/2013","STG POUND","133.3141","133.1083","133.5200"
"30/07/2013","STG POUND","133.8060","133.6661","133.9459"
"29/07/2013","STG POUND","134.2961","134.1518","134.4404"
"26/07/2013","STG POUND","134.4839","134.3250","134.6428"
"25/07/2013","STG POUND","134.1226","133.9606","134.2847"
"24/07/2013","STG POUND","134.0841","133.9289","134.2393"
"23/07/2013","STG POUND","133.8749","133.7069","134.0430"
"22/07/2013","STG POUND","133.0720","132.9129","133.2307"
"19/07/2013","STG POUND","132.6390","132.4940","132.7844"
"18/07/2013","STG POUND","131.8730","131.7070","132.0382"
"17/07/2013","STG POUND","131.1580","130.9878","131.3278"
"16/07/2013","STG POUND","131.4510","131.2928","131.6094"
"15/07/2013","STG POUND","131.8430","131.6624","132.0229"
"12/07/2013","STG POUND","132.2710","132.1161","132.4259"
"11/07/2013","STG POUND","131.2990","131.1455","131.4525"
"10/07/2013","STG POUND","129.4410","129.2821","129.5999"
"09/07/2013","STG POUND","129.7430","129.5928","129.8923"
"08/07/2013","STG POUND","129.0590","128.9079","129.2095"
"05/07/2013","STG POUND","129.7630","129.6274","129.8978"
"04/07/2013","STG POUND","131.4800","131.3337","131.6267"
"03/07/2013","STG POUND","130.3410","130.1981","130.4833"
"02/07/2013","STG POUND","130.6410","130.4848","130.7972"
"01/07/2013","STG POUND","130.6810","130.5447","130.8164"
"28/06/2013","STG POUND","131.3350","131.1904","131.4794"
"27/06/2013","STG POUND","131.9630","131.8218","132.1044"
"26/06/2013","STG POUND","132.6920","132.5376","132.8472"
"25/06/2013","STG POUND","132.8970","132.7373","133.0570"
"24/06/2013","STG POUND","132.2010","132.0620","132.3406"
"21/06/2013","STG POUND","132.8810","132.7050","133.0564"
"20/06/2013","STG POUND","132.3440","132.1828","132.5061"
"19/06/2013","STG POUND","134.1190","133.9719","134.2665"
"18/06/2013","STG POUND","134.4540","134.3225","134.5853"
"17/06/2013","STG POUND","134.3570","134.2011","134.5139"
"14/06/2013","STG POUND","134.0920","133.9394","134.2455"
"13/06/2013","STG POUND","133.8490","133.7002","133.9978"
"12/06/2013","STG POUND","132.9940","132.8537","133.1352"
"11/06/2013","STG POUND","132.3790","132.2162","132.5408"
"10/06/2013","STG POUND","131.7950","131.6494","131.9411"
"07/06/2013","STG POUND","132.4450","132.2852","132.6044"
"06/06/2013","STG POUND","131.2200","131.0648","131.3758"
"05/06/2013","STG POUND","130.3700","130.2318","130.5074"
"04/06/2013","STG POUND","130.4880","130.3509","130.6255"
"03/06/2013","STG POUND","129.4640","129.3104","129.6177"
"31/05/2013","STG POUND","129.5040","129.3718","129.6367"
"30/05/2013","STG POUND","128.7770","128.6285","128.9256"
"29/05/2013","STG POUND","128.0810","127.9282","128.2336"
"28/05/2013","STG POUND","128.3610","128.2010","128.5205"
"27/05/2013","STG POUND","127.6500","127.5048","127.7956"
"24/05/2013","STG POUND","127.3450","127.1973","127.4931"
"23/05/2013","STG POUND","126.9570","126.8065","127.1082"
"22/05/2013","STG POUND","127.6300","127.4828","127.7776"
"21/05/2013","STG POUND","127.8040","127.6525","127.9552"
"20/05/2013","STG POUND","127.3580","127.2373","127.4778"
"17/05/2013","STG POUND","127.7330","127.5871","127.8782"
"16/05/2013","STG POUND","127.5290","127.3808","127.6770"
"15/05/2013","STG POUND","127.6470","127.4942","127.7992"
"14/05/2013","STG POUND","128.4060","128.2440","128.5672"
"13/05/2013","STG POUND","130.5090","130.3879","130.6293"
"10/05/2013","STG POUND","129.5310","129.3722","129.6898"
"09/05/2013","STG POUND","130.0910","129.9292","130.2518"
"08/05/2013","STG POUND","129.9170","129.7622","130.0709"
"07/05/2013","STG POUND","130.3670","130.2115","130.5234"
"06/05/2013","STG POUND","130.4260","130.2703","130.5826"
"03/05/2013","STG POUND","130.0580","129.9138","130.2014"
"02/05/2013","STG POUND","130.2700","130.1201","130.4194"
"30/04/2013","STG POUND","129.9970","129.8444","130.1496"
"29/04/2013","STG POUND","130.0590","129.9130","130.2042"
"26/04/2013","STG POUND","129.2860","129.1290","129.4426"
"25/04/2013","STG POUND","128.2510","128.0916","128.4097"
"24/04/2013","STG POUND","127.7370","127.5751","127.8982"
"23/04/2013","STG POUND","127.9850","127.8264","128.1439"
"22/04/2013","STG POUND","127.7370","127.5846","127.8887"
"19/04/2013","STG POUND","128.1380","127.9867","128.2891"
"18/04/2013","STG POUND","127.7740","127.6301","127.9183"
"17/04/2013","STG POUND","128.7340","128.5816","128.8855"
"16/04/2013","STG POUND","128.3770","128.2182","128.5367"
"15/04/2013","STG POUND","128.7460","128.5913","128.8999"
"12/04/2013","STG POUND","129.5290","129.3775","129.6814"
"11/04/2013","STG POUND","129.2370","129.0771","129.3973"
"10/04/2013","STG POUND","129.6550","129.4989","129.8108"
"08/04/2013","STG POUND","129.8280","129.6708","129.9842"
"05/04/2013","STG POUND","129.2120","129.0635","129.3596"
"04/04/2013","STG POUND","128.0410","127.8854","128.1971"
"03/04/2013","STG POUND","128.3720","128.2341","128.5104"
"02/04/2013","STG POUND","129.5060","129.2969","129.7146"
"28/03/2013","STG POUND","129.6080","129.4609","129.7558"
"27/03/2013","STG POUND","130.0300","129.8739","130.1858"
"26/03/2013","STG POUND","130.3640","130.2224","130.5066"
"25/03/2013","STG POUND","130.8100","130.6278","130.9928"
"22/03/2013","STG POUND","130.1550","130.0148","130.2947"
"21/03/2013","STG POUND","129.5710","129.4191","129.7234"
"20/03/2013","STG POUND","129.3130","129.1605","129.4654"
"19/03/2013","STG POUND","129.5570","129.4136","129.7011"
"18/03/2013","STG POUND","129.2270","129.0711","129.3836"
"15/03/2013","STG POUND","129.1850","129.0321","129.3369"
"14/03/2013","STG POUND","127.4510","127.2854","127.6158"
"13/03/2013","STG POUND","127.4340","127.2747","127.5924"
"12/03/2013","STG POUND","127.5250","127.3544","127.6963"
"11/03/2013","STG POUND","128.2860","128.1039","128.4682"
"08/03/2013","STG POUND","129.2180","129.0502","129.3854"
"07/03/2013","STG POUND","130.0600","129.8304","130.2892"
"06/03/2013","STG POUND","130.3250","130.1047","130.5448"
"05/03/2013","STG POUND","130.0570","129.8994","130.2140"
"01/03/2013","STG POUND","130.7660","130.6134","130.9184"
"28/02/2013","STG POUND","130.7360","130.5699","130.9026"
"27/02/2013","STG POUND","131.7370","131.5886","131.8852"
"26/02/2013","STG POUND","132.6920","132.5290","132.8548"
"25/02/2013","STG POUND","132.5310","132.3812","132.6802"
"22/02/2013","STG POUND","133.8050","133.6489","133.9614"
"21/02/2013","STG POUND","132.9730","132.8074","133.1390"
"20/02/2013","STG POUND","135.3740","135.2251","135.5231"
"19/02/2013","STG POUND","135.5710","135.4142","135.7274"
"18/02/2013","STG POUND","135.3720","135.2133","135.5314"
"15/02/2013","STG POUND","135.6160","135.4716","135.7596"
"14/02/2013","STG POUND","135.5590","135.4141","135.7037"
"13/02/2013","STG POUND","136.9970","136.8303","137.1634"
"12/02/2013","STG POUND","137.1110","136.9430","137.2786"
"11/02/2013","STG POUND","138.3080","138.1470","138.4689"
"08/02/2013","STG POUND","137.7000","137.5400","137.8603"
"07/02/2013","STG POUND","137.2330","137.0748","137.3909"
"06/02/2013","STG POUND","137.1550","136.9990","137.3102"
"05/02/2013","STG POUND","137.9830","137.8259","138.1399"
"04/02/2013","STG POUND","137.4820","137.3188","137.6447"
"01/02/2013","STG POUND","138.9210","138.7641","139.0777"
"31/01/2013","STG POUND","138.5690","138.4116","138.7256"
"30/01/2013","STG POUND","137.9390","137.7592","138.1191"
"29/01/2013","STG POUND","137.5780","137.4054","137.7503"
"28/01/2013","STG POUND","138.0030","137.8438","138.1628"
"25/01/2013","STG POUND","138.0500","137.9025","138.1983"
"24/01/2013","STG POUND","138.4790","138.3112","138.6463"
"23/01/2013","STG POUND","138.3460","138.1893","138.5030"
"22/01/2013","STG POUND","137.9550","137.8094","138.1012"
"21/01/2013","STG POUND","137.8170","137.6567","137.9778"
"18/01/2013","STG POUND","138.8370","138.6860","138.9876"
"17/01/2013","STG POUND","138.7620","138.6000","138.9248"
"16/01/2013","STG POUND","139.1680","139.0129","139.3236"
"15/01/2013","STG POUND","139.3520","139.1874","139.5158"
"14/01/2013","STG POUND","139.9180","139.7454","140.0914"
"11/01/2013","STG POUND","139.7680","139.6154","139.9211"
"10/01/2013","STG POUND","138.6830","138.5376","138.8286"
"09/01/2013","STG POUND","138.9000","138.7467","139.0526"
"08/01/2013","STG POUND","139.2790","139.1141","139.4431"
"07/01/2013","STG POUND","138.5520","138.3614","138.7418"
"04/01/2013","STG POUND","138.9870","138.8291","139.1441"
"03/01/2013","STG POUND","140.0520","139.8998","140.2038"
"02/01/2013","STG POUND","140.5090","140.3541","140.6641"
"31/12/2012","STG POUND","139.0190","138.8741","139.1637"
"28/12/2012","STG POUND","138.6520","138.4689","138.8357"
"27/12/2012","STG POUND","138.6580","138.4810","138.8347"
"24/12/2012","STG POUND","138.9740","138.7882","139.1588"
"21/12/2012","STG POUND","139.7010","139.5441","139.8588"
"20/12/2012","STG POUND","139.6550","139.4961","139.8132"
"19/12/2012","STG POUND","139.9880","139.8137","140.1617"
"18/12/2012","STG POUND","139.5120","139.3594","139.6638"
"17/12/2012","STG POUND","139.1720","139.0076","139.3372"
"14/12/2012","STG POUND","138.7410","138.5728","138.9090"
"13/12/2012","STG POUND","138.8430","138.6665","139.0192"
"11/12/2012","STG POUND","138.3750","138.2252","138.5244"
"10/12/2012","STG POUND","137.8130","137.6487","137.9776"
"07/12/2012","STG POUND","138.0660","137.8991","138.2332"
"06/12/2012","STG POUND","138.3520","138.1954","138.5086"
"05/12/2012","STG POUND","138.4850","138.3328","138.6373"
"04/12/2012","STG POUND","138.3640","138.2273","138.5012"
"03/12/2012","STG POUND","137.6950","137.5235","137.8662"
"30/11/2012","STG POUND","137.8160","137.6677","137.9649"
"29/11/2012","STG POUND","137.6080","137.4619","137.7546"
"28/11/2012","STG POUND","137.5730","137.4189","137.7265"
"27/11/2012","STG POUND","137.8890","137.7532","138.0256"
"26/11/2012","STG POUND","137.4320","137.2807","137.5837"
"23/11/2012","STG POUND","136.7300","136.5639","136.8968"
"22/11/2012","STG POUND","136.7560","136.6082","136.9043"
"21/11/2012","STG POUND","136.3420","136.1836","136.4999"
"20/11/2012","STG POUND","136.4150","136.2519","136.5784"
"19/11/2012","STG POUND","136.3210","136.1985","136.4436"
"16/11/2012","STG POUND","135.8420","135.6917","135.9929"
"15/11/2012","STG POUND","135.7160","135.5856","135.8473"
"14/11/2012","STG POUND","136.0750","135.9134","136.2372"
"13/11/2012","STG POUND","135.7300","135.5689","135.8920"
"12/11/2012","STG POUND","135.8640","135.7088","136.0200"
"09/11/2012","STG POUND","136.6790","136.5331","136.8241"
"08/11/2012","STG POUND","136.4690","136.2978","136.6403"
"07/11/2012","STG POUND","136.9880","136.8271","137.1493"
"06/11/2012","STG POUND","136.8250","136.6000","137.0508"
"05/11/2012","STG POUND","136.9800","136.8250","137.1353"
"02/11/2012","STG POUND","137.4630","137.3163","137.6107"
"01/11/2012","STG POUND","137.4480","137.2794","137.6158"
"31/10/2012","STG POUND","136.9470","136.7974","137.0970"
"30/10/2012","STG POUND","136.6530","136.4735","136.8334"
"29/10/2012","STG POUND","136.9740","136.8134","137.1353"
"26/10/2012","STG POUND","137.0990","136.9205","137.2781"
"25/10/2012","STG POUND","136.6820","136.5244","136.8395"
"24/10/2012","STG POUND","135.9280","135.7604","136.0960"
"23/10/2012","STG POUND","136.5030","136.3626","136.6443"
"22/10/2012","STG POUND","136.6440","136.4790","136.8100"
"19/10/2012","STG POUND","136.7760","136.6251","136.9271"
"18/10/2012","STG POUND","137.1530","136.9810","137.3254"
"17/10/2012","STG POUND","137.1410","136.9671","137.3155"
"16/10/2012","STG POUND","136.7580","136.5885","136.9274"
"15/10/2012","STG POUND","136.5350","136.3701","136.7006"
"12/10/2012","STG POUND","136.4580","136.2782","136.6372"
"11/10/2012","STG POUND","136.3300","136.1676","136.4931"
"10/10/2012","STG POUND","136.1660","136.0072","136.3256"
"09/10/2012","STG POUND","136.5210","136.3534","136.6887"
"08/10/2012","STG POUND","136.7850","136.6123","136.9568"
"05/10/2012","STG POUND","137.4710","137.3131","137.6281"
"04/10/2012","STG POUND","136.7230","136.5558","136.8910"
"03/10/2012","STG POUND","137.0490","136.8884","137.2093"
"02/10/2012","STG POUND","137.6720","137.5154","137.8279"
"01/10/2012","STG POUND","137.5830","137.4185","137.7479"
"28/09/2012","STG POUND","138.5660","138.3907","138.7423"
"27/09/2012","STG POUND","137.9070","137.7401","138.0742"
"26/09/2012","STG POUND","137.4310","137.2743","137.5883"
"25/09/2012","STG POUND","137.7350","137.5608","137.9094"
"24/09/2012","STG POUND","137.6540","137.4827","137.8252"
"21/09/2012","STG POUND","137.9430","137.7823","138.1042"
"20/09/2012","STG POUND","137.3750","137.1802","137.5703"
"19/09/2012","STG POUND","138.0110","137.8370","138.1844"
"18/09/2012","STG POUND","137.7180","137.5492","137.8878"
"17/09/2012","STG POUND","136.8210","136.6332","137.0096"
"14/09/2012","STG POUND","136.5900","136.4246","136.7553"
"13/09/2012","STG POUND","135.6950","135.5212","135.8696"
"12/09/2012","STG POUND","135.2550","135.0845","135.4246"
"11/09/2012","STG POUND","134.8240","134.6541","134.9930"
"10/09/2012","STG POUND","134.9100","134.7487","135.0706"
"07/09/2012","STG POUND","134.5090","134.3394","134.6792"
"06/09/2012","STG POUND","134.1850","134.0053","134.3649"
"05/09/2012","STG POUND","134.6000","134.4187","134.7812"
"04/09/2012","STG POUND","133.8770","133.7002","134.0528"
"03/09/2012","STG POUND","133.5040","133.3445","133.6634"
"31/08/2012","STG POUND","133.1310","132.9730","133.2880"
"30/08/2012","STG POUND","133.2320","133.0880","133.3760"
"29/08/2012","STG POUND","132.9680","132.8040","133.1330"
"28/08/2012","STG POUND","132.7600","132.5980","132.9220"
"27/08/2012","STG POUND","132.8320","132.6660","132.9970"
"24/08/2012","STG POUND","133.2280","133.0610","133.3940"
"23/08/2012","STG POUND","133.5320","133.4010","133.6620"
"22/08/2012","STG POUND","132.4870","132.3160","132.6570"
"21/08/2012","STG POUND","132.0130","131.8380","132.1880"
"17/08/2012","STG POUND","131.9870","131.8170","132.1560"
"16/08/2012","STG POUND","131.6290","131.4590","131.7990"
"15/08/2012","STG POUND","131.5570","131.3840","131.7300"
"14/08/2012","STG POUND","131.6750","131.5100","131.8400"
"13/08/2012","STG POUND","131.7320","131.5760","131.8880"
"10/08/2012","STG POUND","131.2850","131.1370","131.4320"
"09/08/2012","STG POUND","131.7740","131.6130","131.9340"
"08/08/2012","STG POUND","130.9960","130.8320","131.1610"
"07/08/2012","STG POUND","131.1060","130.9430","131.2690"
"06/08/2012","STG POUND","131.5110","131.3450","131.6780"
"03/08/2012","STG POUND","130.7560","130.6150","130.8970"
"02/08/2012","STG POUND","131.0000","130.8440","131.1570"
"01/08/2012","STG POUND","131.9820","131.8220","132.1410"
"31/07/2012","STG POUND","132.3710","132.2150","132.5260"
"30/07/2012","STG POUND","132.3310","132.1870","132.4760"
"27/07/2012","STG POUND","132.0520","131.9230","132.1820"
"26/07/2012","STG POUND","130.4020","130.2520","130.5530"
"25/07/2012","STG POUND","130.7300","130.5780","130.8830"
"24/07/2012","STG POUND","130.8220","130.6660","130.9780"
"23/07/2012","STG POUND","131.1550","131.0020","131.3080"
"20/07/2012","STG POUND","132.1460","131.9840","132.3080"
"19/07/2012","STG POUND","131.7330","131.5740","131.8910"
"18/07/2012","STG POUND","131.6800","131.5220","131.8380"
"17/07/2012","STG POUND","131.7920","131.6300","131.9540"
"16/07/2012","STG POUND","130.9750","130.8110","131.1380"
"13/07/2012","STG POUND","129.6950","129.5360","129.8540"
"12/07/2012","STG POUND","130.0350","129.8700","130.2010"
"11/07/2012","STG POUND","130.3600","130.1950","130.5240"
"10/07/2012","STG POUND","130.1310","129.9570","130.3040"
"09/07/2012","STG POUND","130.3050","130.1240","130.4870"
"06/07/2012","STG POUND","131.1990","131.0230","131.3750"
"05/07/2012","STG POUND","131.0900","130.9280","131.2520"
"04/07/2012","STG POUND","131.7400","131.5720","131.9070"
"03/07/2012","STG POUND","132.0870","131.9290","132.2450"
"02/07/2012","STG POUND","131.7890","131.6270","131.9500"
"29/06/2012","STG POUND","131.4170","131.2480","131.5870"
"28/06/2012","STG POUND","131.2980","131.1430","131.4540"
"27/06/2012","STG POUND","131.6130","131.4410","131.7850"
"26/06/2012","STG POUND","131.3220","131.1550","131.4900"
"25/06/2012","STG POUND","130.9450","130.7710","131.1190"
"22/06/2012","STG POUND","131.2410","131.0680","131.4140"
"21/06/2012","STG POUND","131.1480","130.9720","131.3230"
"20/06/2012","STG POUND","132.3700","132.1930","132.5470"
"19/06/2012","STG POUND","132.5910","132.4050","132.7770"
"18/06/2012","STG POUND","133.2200","133.0450","133.3960"
"15/06/2012","STG POUND","132.3200","132.1320","132.5080"
"14/06/2012","STG POUND","132.3310","132.1540","132.5070"
"13/06/2012","STG POUND","132.9060","132.7100","133.1010"
"12/06/2012","STG POUND","132.0220","131.8290","132.2140"
"11/06/2012","STG POUND","132.0180","131.8310","132.2050"
"08/06/2012","STG POUND","131.0120","130.8270","131.1970"
"07/06/2012","STG POUND","132.3600","132.1810","132.5400"
"06/06/2012","STG POUND","132.1710","131.9850","132.3560"
"05/06/2012","STG POUND","132.3540","132.1710","132.5360"
"04/06/2012","STG POUND","132.3500","132.1440","132.5570"
"31/05/2012","STG POUND","134.5120","134.3350","134.6890"
"30/05/2012","STG POUND","134.2450","134.0780","134.4130"
"29/05/2012","STG POUND","134.1500","133.9720","134.3280"
"28/05/2012","STG POUND","134.1420","133.9650","134.3200"
"25/05/2012","STG POUND","133.5130","133.3490","133.6780"
"24/05/2012","STG POUND","133.6430","133.4710","133.8150"
"23/05/2012","STG POUND","134.1060","133.9330","134.2800"
"22/05/2012","STG POUND","133.8240","133.6530","133.9950"
"21/05/2012","STG POUND","134.3230","134.1490","134.4980"
"18/05/2012","STG POUND","134.1060","133.9330","134.2800"
"17/05/2012","STG POUND","133.8240","133.6530","133.9950"
"16/05/2012","STG POUND","134.3230","134.1490","134.4980"
"15/05/2012","STG POUND","135.1660","134.9880","135.3430"
"14/05/2012","STG POUND","134.4480","134.2790","134.6160"
"11/05/2012","STG POUND","134.7860","134.6070","134.9640"
"10/05/2012","STG POUND","134.6140","134.4460","134.7820"
"09/05/2012","STG POUND","134.4610","134.3010","134.6210"
"08/05/2012","STG POUND","134.7160","134.5670","134.8650"
"07/05/2012","STG POUND","134.2560","134.1090","134.4030"
"04/05/2012","STG POUND","134.8060","134.6560","134.9560"
"03/05/2012","STG POUND","135.0440","134.8590","135.2290"
"02/05/2012","STG POUND","135.1610","134.9960","135.3270"
"30/04/2012","STG POUND","135.5120","135.3630","135.6600"
"27/04/2012","STG POUND","134.6380","134.4780","134.7980"
"26/04/2012","STG POUND","134.5970","134.4570","134.7380"
"25/04/2012","STG POUND","134.3930","134.2450","134.5410"
"24/04/2012","STG POUND","134.1510","133.9770","134.3250"
"23/04/2012","STG POUND","134.1260","133.9620","134.2910"
"20/04/2012","STG POUND","133.6230","133.4510","133.7940"
"19/04/2012","STG POUND","133.2850","133.1130","133.4580"
"18/04/2012","STG POUND","132.4220","132.2510","132.5920"
"17/04/2012","STG POUND","131.9190","131.7020","132.1350"
"16/04/2012","STG POUND","131.6370","131.4670","131.8070"
"13/04/2012","STG POUND","132.8950","132.7210","133.0680"
"12/04/2012","STG POUND","132.6070","132.4660","132.7490"
"11/04/2012","STG POUND","132.1730","132.0090","132.3370"
"10/04/2012","STG POUND","132.2850","132.1110","132.4590"
